date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:25	297309/297309	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/index.html	(from )
15:41:25	31/31	---M--	200	added ('OK')	text/plain	date:Tue,%2014%20Aug%202018%2016:00:10%20GMT	https://themes.pixelstrap.com/robots.txt		(from )
15:41:25	867/867	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202024%2008:38:36%20GMT	https://themes.pixelstrap.com/multikart/assets/images/favicon.png	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/images/favicon.png	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:26	29573/29573	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Sep%202024%2009:54:45%20GMT	https://themes.pixelstrap.com/multikart/assets/css/vendors/font-awesome.css	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/css/vendors/font-awesome.css	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:26	149801/149801	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Sep%202024%2008:38:35%20GMT	https://themes.pixelstrap.com/multikart/assets/css/vendors/remixicon.css	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/css/vendors/remixicon.css	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:26	3703/3703	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Sep%202024%2009:54:46%20GMT	https://themes.pixelstrap.com/multikart/assets/css/vendors/slick.css	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/css/vendors/slick.css	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:26	63252/63252	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Sep%202024%2009:54:45%20GMT	https://themes.pixelstrap.com/multikart/assets/css/vendors/animate.css	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/css/vendors/animate.css	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:27	14154/14154	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Sep%202024%2009:54:46%20GMT	https://themes.pixelstrap.com/multikart/assets/css/vendors/themify-icons.css	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/css/vendors/themify-icons.css	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:27	298362/298362	---M-Z	200	added ('OK')	text/css	date:Fri,%2013%20Sep%202024%2005:52:02%20GMT	https://themes.pixelstrap.com/multikart/assets/css/vendors/bootstrap.css	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/css/vendors/bootstrap.css	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:27	1076547/1076547	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Sep%202024%2009:54:43%20GMT	https://themes.pixelstrap.com/multikart/assets/css/style.css	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/css/style.css	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:27	297309/297309	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/index.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/index-2.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:27	2656/2656	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Sep%202024%2008:38:36%20GMT	https://themes.pixelstrap.com/multikart/assets/images/logo.png	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/images/logo.png	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:28	168223/168223	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/login.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/login.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:28	168656/168656	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/register.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/register.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:28	24925/24925	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202024%2008:38:36%20GMT	https://themes.pixelstrap.com/multikart/assets/images/mega-menu/fashion.jpg	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/assets/images/mega-menu/fashion.jpg	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:28	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Nov%202024%2009:42:05%20GMT	https://themes.pixelstrap.com/multikart/front-end/invoice-1.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/invoice-1.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:29	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Nov%202024%2009:42:05%20GMT	https://themes.pixelstrap.com/multikart/front-end/invoice-2.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/invoice-2.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:29	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Nov%202024%2009:42:05%20GMT	https://themes.pixelstrap.com/multikart/front-end/invoice-3.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/invoice-3.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:29	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Nov%202024%2009:42:05%20GMT	https://themes.pixelstrap.com/multikart/front-end/invoice-4.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/invoice-4.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:29	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Nov%202024%2009:42:06%20GMT	https://themes.pixelstrap.com/multikart/front-end/invoice-5.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/invoice-5.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:30	140322/140322	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/elements.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/elements.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:30	198808/198808	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/fashion-4.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/fashion-4.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:30	228489/228489	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/bicycle.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/bicycle.html	(from https://themes.pixelstrap.com/multikart/front-end/)
15:41:30	305596/305596	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Sep%202024%2008:54:56%20GMT	https://themes.pixelstrap.com/multikart/front-end/marketplace-demo-2.html	D:/Templates/Ecommerce%202/themes.pixelstrap.com/multikart/front-end/marketplace-demo-2.html	(from https://themes.pixelstrap.com/multikart/front-end/)
